Churn,Age,Monthly_Charges,Support_Calls,Support_Ticket_Status,Tenure_Months
1,47.89872721320705,72.16621274644876,8,1,67
1,49.3651570090303,32.24046321072715,1,1,55
1,62.76760945696842,93.42199751786393,6,1,50
0,36.335196401820795,81.68078017528309,3,0,6
1,57.40035731701597,31.631168000575233,4,1,56
1,64.72791584064186,95.94916949971933,8,1,57
1,39.431023298471686,34.012115240287024,5,1,67
1,49.85985943048877,109.94123953495158,8,1,43
1,50.51806935644768,45.55602449747122,7,1,27
1,46.37796079384512,63.01148111277959,2,1,46
1,43.21727900750271,65.49843445991972,7,1,45
1,38.00268679295974,68.20663817364009,4,1,15
1,25.879492119499012,79.30100908496966,1,1,31
1,53.741505973291936,60.64294482464626,1,1,68
1,20.72524457840808,84.945684536088,5,1,23
1,53.09713515725783,55.05408000209109,6,1,30
1,57.148912979176224,58.63414377386062,2,1,30
1,37.6706502533524,103.97238781839792,3,1,33
1,53.62836247791528,66.25297050988017,7,1,60
1,55.150677572854356,110.0422043261568,7,1,51
1,55.16202689065254,37.04823312319197,5,1,62
1,43.55486597037131,88.28938320412077,5,1,70
1,51.503134376740896,103.45109954865565,9,1,13
0,50.024867897577614,69.84311093385229,1,0,49
1,39.924049332634986,90.72188828868046,6,1,53
1,42.73443330211798,90.76125065783133,7,1,19
1,54.492920622583426,116.98352160074586,8,0,16
1,42.59792219134265,40.40339202725963,9,1,19
1,52.50640794201035,78.52719734293817,3,1,29
1,48.94712846618762,75.30778878641246,8,1,4
1,45.65752540306514,80.44821550422047,9,1,41
1,49.145944037388645,24.15855935188798,7,0,36
1,51.41169978524568,34.162059429432915,1,1,4
0,48.72357438005159,118.11374749835825,4,0,19
1,49.832450331164424,97.36025520190812,2,1,60
1,54.921842807161404,64.77611561235732,2,1,59
0,46.360943358808356,53.29982105287004,5,0,17
1,50.15268781509064,57.309147903354756,8,1,19
1,46.112006546739,93.14936043044226,6,1,60
1,52.15668251079453,29.892816376512435,4,1,36
1,46.88202454376618,47.93269498661702,5,1,14
1,55.22782617103222,72.1775249868134,7,1,9
0,59.176215433117754,48.618229997689724,4,0,2
1,34.13725654376731,37.602477577762386,9,1,55
1,62.065247755648045,74.87853752561749,6,1,39
1,59.927432419762724,61.571894140305254,5,1,58
1,40.28800185450669,41.8530584398549,5,0,32
1,72.03415514481978,35.66191266199216,3,1,71
1,50.4095055769763,46.838676642942474,6,1,33
1,53.314112079411935,88.62932725684603,7,1,52
1,65.10176727602155,75.29364670078559,7,1,38
1,41.776417698441534,77.77220431226037,4,1,56
1,36.97672321140112,23.427165214350147,9,1,29
1,44.778177685973404,62.17955392237926,5,1,54
1,49.79699893843438,114.76921786022494,2,1,62
1,51.98526293297387,39.67639603336916,6,1,49
1,55.09613678652196,40.491841131140006,5,1,37
1,65.04268600976383,88.26622103189676,2,0,66
1,40.282146404182484,32.123905319320606,7,1,65
1,35.910615329446586,103.57402381154786,2,1,7
1,51.20136689019154,46.830712439081935,3,1,56
0,47.778444607078626,45.78900280647256,4,0,67
1,47.308284694799575,53.2480313963638,9,0,26
1,34.37612525660008,81.81221187343642,1,1,11
1,54.75049075454966,74.46416590799302,1,1,21
1,54.57406352912584,112.20937715238018,9,1,7
1,45.17178232942443,80.27354507103283,1,1,61
1,75.19756792916182,91.14222706752244,5,1,23
0,36.15946483132533,65.28123943941425,1,1,1
1,58.23757408045597,78.76337811157248,8,1,20
1,42.23934863187755,100.48961034510394,1,1,31
1,39.456206680724605,50.62669325926749,2,1,9
1,36.30721809955763,58.718070584537934,6,0,14
1,58.33598944891816,51.48842447871837,8,1,53
0,41.94063596012248,39.596748408996646,6,0,1
1,43.1751285222838,20.2686496103946,6,1,25
1,43.97932757376708,48.46768095382165,2,1,39
1,52.306601155969204,63.918388234006,1,1,6
1,59.8038812326647,45.94313068640219,4,1,10
1,51.592083879221605,99.66507094337871,2,1,17
1,60.892352100918544,27.315609303962923,2,1,46
1,61.90918098813082,26.99602603242784,6,1,30
1,44.1494277417588,21.741922908742964,5,1,43
0,51.74298244779794,46.367077661467654,3,0,46
0,57.442492818444684,71.2578851150989,1,2,20
1,56.03605643401826,25.073843953303914,6,1,50
1,49.819376862397434,80.43714455782467,3,1,69
1,64.40371593801751,57.02376593144802,1,1,37
1,46.415499670413695,115.67845788109105,3,1,6
1,46.64520396606372,76.06884214974902,6,1,45
1,52.44681259275212,80.55201353644696,5,1,27
1,47.217697324308844,30.09803171520459,2,1,17
1,38.88475214792354,72.81580192187543,5,1,35
0,59.82092123480098,65.21275089620646,9,0,49
1,49.304093830168306,27.11980315417303,8,1,40
1,58.729935196697355,39.67347847897681,7,1,65
1,60.95539814775718,69.34963293091522,5,1,14
1,36.99267928735331,70.06262841382096,4,1,65
1,54.74474185149149,96.68227232859857,1,1,69
1,44.39899097595383,95.11715000337517,3,1,34
1,51.846367637414914,38.64707709973599,7,1,20
1,55.48627246213327,118.12242507470698,4,1,57
1,42.15089647283262,99.53804997947707,2,0,61
1,39.58406155255274,90.05522242075733,4,1,47
1,49.34951546794144,79.98145411477844,1,1,32
1,46.198296894329644,39.35164092084334,5,1,45
0,44.19614382217635,82.06628818704462,3,0,51
1,52.62039794453047,33.098075269038944,9,1,33
1,47.77369744277127,79.73416948732803,8,0,48
1,54.103626243665104,50.31367904988681,3,1,63
1,55.66955773098912,89.62972434058176,1,1,18
1,42.470375157878536,83.53063070226477,6,1,2
1,44.06743128763182,104.45707900971604,6,1,12
1,52.32020600144103,102.08825477246245,9,1,19
1,51.61141799008908,54.812148796063525,6,1,27
1,50.92041894721394,22.77785532109491,2,1,31
1,63.635262640669254,55.96554290865206,7,1,23
0,64.27653852620452,116.70676257651081,3,0,54
1,32.874907558620464,51.61372236816332,7,1,44
1,49.63704918060375,26.565270165046854,6,1,46
1,46.91120050385322,100.14564610137673,2,1,47
1,39.4208163681635,65.30511578473254,3,1,38
1,33.241941662550374,36.059643640653796,3,1,38
0,27.203146716902975,102.48573965001007,8,0,65
1,46.06752105710545,50.14458936998936,8,0,57
0,44.265290878194826,111.5400231481373,6,0,4
0,50.915465014951494,46.299795134481975,3,0,32
0,45.74423579534434,108.19092208984733,3,0,45
1,56.09837696183837,51.87633551865595,5,1,10
1,59.68950099992656,85.65187251692896,3,0,11
1,41.6058632988425,48.57132120103473,9,1,5
0,43.018544693693336,90.77009037740633,3,0,7
1,61.47793224493892,27.040106185824392,3,1,16
1,39.981687466573064,51.23289152000541,1,1,42
1,65.34152989008041,105.69030859642248,8,1,55
1,68.88469853417968,46.92250599332658,3,1,6
0,45.05314082675886,24.866680361504816,8,0,40
1,49.49466592260339,85.90296054590188,4,1,63
1,52.43522571907768,48.12900066042258,3,1,48
1,36.05663218111951,96.34332899457762,3,1,27
1,68.82065057710219,44.26912698177712,6,1,30
1,27.260027752643172,38.962471559883944,6,1,12
1,47.913960754647775,94.19889517916533,9,1,58
1,44.81708437199227,88.52493827403612,9,1,59
0,68.31203275197751,28.41833664640258,7,0,20
1,49.24818889047262,33.50043823804255,2,1,42
1,34.00176108202374,42.067335261167095,5,1,69
1,53.611455814878106,83.35553936585721,6,1,71
0,51.445279029967324,94.79343884317173,2,0,70
0,61.247339183475006,64.70058019773562,8,2,53
1,30.962997524806354,87.99420089935354,7,1,21
1,58.210986254781524,107.78771444472864,6,1,53
0,59.081612147316044,75.37280898033309,1,0,44
1,41.759034705256894,33.12530405275908,8,1,63
1,39.04353116442945,96.28334983362784,7,1,28
1,41.79025039078805,49.44808655998641,1,1,65
1,58.976574132744304,104.6690933148219,3,1,66
1,56.32252335196515,23.758905570506798,8,1,40
1,43.449351129594106,104.51928298804746,8,1,16
0,57.04186204484909,93.670301855898,6,0,20
0,61.06247399651791,82.89919375548784,3,0,40
1,45.11599295496736,53.85041816318019,4,1,38
1,59.99575260486097,55.005640217291486,5,1,71
0,44.11132220177179,77.72169224573422,3,0,11
0,44.572804271888096,66.74556357242538,4,0,16
1,46.789812774493036,37.850601294057036,9,1,66
1,51.0663445467619,34.267595333708464,9,1,19
1,27.48220922749341,52.7852932052723,8,1,19
1,37.49000510792938,77.31068964230991,2,0,42
1,24.61091787449172,64.9034964610338,6,1,69
1,54.37407638801031,75.72439679603191,3,1,3
1,60.66027932870108,76.66740238066113,4,0,70
1,62.59945399983708,97.98177600259692,8,1,11
1,28.37917941137293,59.86652531197016,1,1,9
1,48.528303647051786,111.41572248211116,5,1,45
0,36.156079122612006,75.16679787662014,7,0,51
1,34.47961505016159,102.37804432347107,3,1,6
1,42.263777358834986,35.16936854594236,4,1,53
1,34.98839006672958,74.54048808513687,3,1,35
1,68.44910690805754,95.29891476208749,4,1,14
1,33.16908556085805,91.3909111045437,8,0,4
1,38.04710172557189,46.323229939102,5,1,21
1,46.18762890090538,74.22329847836907,9,1,6
1,48.455323614203344,30.317635437133777,7,1,9
1,48.171644791879025,50.53399338075046,3,1,59
0,35.9863427030872,51.94332921769366,2,0,4
1,50.308788472669214,72.87012155870016,4,1,55
1,50.6261133410016,77.74550263206028,3,1,43
1,54.958285114821884,41.72358723747575,1,1,4
1,46.114439742277966,66.47614478673971,3,0,29
1,57.41223912657379,90.75020363427278,5,0,9
1,33.51236717806398,94.98044479621909,1,1,63
1,60.97449080805774,104.13435407726338,7,1,39
1,56.41636182221938,68.98083984420266,6,0,44
1,51.14809140888495,42.63487895826691,5,1,40
1,52.561543489958694,95.40229802790186,1,1,1
0,57.65690836255899,116.52966597127217,9,0,20
1,56.4214860572804,63.42105301784933,7,0,70
1,37.46589291256686,115.87325094867978,5,1,4
1,59.00115847921374,112.89403844467147,1,1,60
1,50.12978095575677,97.72651885413013,3,1,32
1,59.56802473514104,20.977189416657787,9,1,38
1,51.94265451146174,73.8340560412314,7,1,42
0,38.09219241426224,109.25281163985274,6,0,24
1,37.004189538004354,99.2962790495997,3,1,70
1,52.23923518097052,74.13881265526169,5,1,26
1,58.83827405733784,57.82540240653615,6,1,8
1,33.031843655606956,35.75375351899726,4,1,67
1,44.50696124109966,63.518211105931805,1,1,26
1,58.52138412060129,42.67331421530431,3,1,20
1,44.301457980572536,29.874973691193855,8,1,49
1,65.78486310019628,94.67333675924881,9,1,11
1,54.660487107697975,110.84768307299906,4,1,51
1,60.134452408992956,44.19792455140977,3,0,41
1,41.14240528895981,118.48444698215367,9,1,68
1,66.22988826865449,110.26851933117828,3,1,42
1,55.66790833791757,118.13320356919496,4,1,1
1,51.972248896739266,55.72897347704976,2,1,35
1,55.98131871740516,55.30737053317012,2,0,53
0,51.20715032754001,97.6639262565794,9,0,67
0,62.19086770676962,100.97530454363603,8,0,18
1,47.50259045982963,92.49410061230944,6,1,52
1,45.95503085216602,66.26982353654356,7,1,71
1,46.71076993824565,56.210932007583516,7,1,44
1,50.8271238379466,57.19695100336531,8,1,51
1,49.272658438843784,99.24838341839555,9,1,64
1,30.047348414053342,54.84661857916542,8,1,15
0,59.60394955968408,54.57719003475525,1,0,52
0,39.08716485173153,118.42318356058051,2,0,37
1,43.66069063570715,72.09229324613463,9,1,37
1,44.94723390331564,104.81401760698506,9,1,70
1,56.192594574695036,20.648413293190565,2,1,38
1,27.36416902349108,75.00969766177992,2,1,65
1,34.52758073333623,85.6808344916268,7,1,36
0,72.50145747569024,102.31416211464474,8,0,31
1,61.66959330182032,96.54719644562304,1,1,42
1,65.74938978748945,118.19976900455984,2,1,17
1,45.730929042560874,106.61528103409462,3,1,28
0,60.785610148993044,35.93393500158168,7,2,36
1,46.33685727405884,65.23308836947683,2,1,54
1,43.974466481979235,110.58475050284733,1,0,9
1,30.160701994980805,89.16744759660641,2,0,8
1,47.544392597433955,59.700797054673046,3,0,55
1,45.66325525608843,100.48785286004811,6,1,44
1,26.092891249770204,78.23146783600806,9,1,41
1,38.71003522387992,44.04092666559995,6,1,20
1,45.38478212409162,109.28716477778842,9,1,47
1,36.793699467069075,49.66780153893128,4,1,49
1,55.842161797361875,29.599779118546458,9,1,3
1,45.069044116568136,119.91961609169297,5,1,70
1,51.39841839144486,39.84861018876032,1,1,30
1,60.20478433483633,23.14107256620342,5,0,70
1,52.04229563870737,68.84858592121967,5,1,7
1,34.62541883789617,24.254598322382453,4,1,20
1,55.22333540144826,66.25156429802304,4,1,58
1,42.51321164867683,51.206036341658915,6,1,66
1,31.750952079105232,49.407682546766424,1,0,19
1,46.207867777321304,44.69191838318924,6,1,1
1,52.94516404953416,57.52880484054596,3,1,51
1,52.3597502166004,114.42753542175542,9,1,18
1,32.019254666001856,48.96404486480476,6,1,45
1,48.53329457505102,104.29047245570335,9,1,8
1,58.398879774045966,48.118743013483474,3,1,54
1,41.5991077698407,33.36423889624846,2,0,32
1,48.45912885715566,68.3267458190239,9,1,49
1,49.049000307222066,99.36150518876389,7,1,2
1,50.12030356584758,95.77488053213371,6,1,71
1,59.59845352780052,62.49198447094212,9,1,44
1,49.79221068557495,101.03480087725966,4,1,13
1,35.444989248460836,69.46252057664299,8,1,59
1,37.8208778717062,110.38095298885993,9,0,26
1,50.724226448823906,86.83753048872104,6,0,34
1,28.311432160037104,64.43282218418125,6,1,56
1,48.41097783480422,112.46623218282097,3,1,55
1,49.27294042702564,79.62312161873554,3,1,33
1,53.36892469170502,36.021669679339276,3,1,53
1,44.300818317286286,33.182680128743684,3,1,34
0,49.10196981679661,93.38168101548551,9,0,39
1,40.95722317999729,64.82153956605819,2,1,42
1,40.50075046261388,69.77651975129774,6,1,8
1,57.931526485619564,46.23206544680004,7,0,51
1,42.619409001670405,49.8656451032736,4,1,12
1,51.787259885483614,113.99208367665244,8,1,5
1,59.64513356258953,75.86228036519981,2,1,33
1,64.89781874592131,62.27525848459405,8,1,55
1,63.01359957056817,26.45298576028065,5,1,41
1,42.13618092282978,115.92231532619896,2,1,47
1,33.020098612495794,48.40421733514196,1,1,6
1,45.301362450093904,109.0997080908298,2,1,44
1,43.56165491708906,78.24038573996243,6,1,43
0,47.581204323344494,37.858812467044004,1,2,7
0,45.59475759509563,55.58623570057706,9,0,35
1,46.94427317758462,80.20521189543511,9,1,3
1,29.76374204414234,55.94014790839014,3,1,6
1,51.57537364182277,27.62272879956868,6,1,8
1,67.25043536027563,35.95029230646576,1,1,29
1,66.27171992653291,100.64213194591579,2,1,58
0,54.366539842752566,22.679720024535047,2,2,16
0,55.49525871819781,108.33492629669523,2,0,41
1,40.465075999779145,107.94306926357005,8,1,33
1,43.63970543616243,24.729204626093786,2,0,62
1,70.78565956036753,78.62909915606473,4,0,25
1,51.60978791785992,107.94467527344916,5,0,53
0,61.36082686385213,30.82416965154148,4,0,65
1,49.35016096476903,87.97372817597478,9,0,47
1,54.11242991230252,96.17816660891484,1,1,29
1,56.33867328895383,110.48528648097735,9,1,53
1,55.042951885704646,46.181781577054764,6,1,47
1,37.705620428440476,119.81249301943186,7,1,22
1,45.995252402557696,26.029038840140554,8,1,34
1,70.2406631687777,97.74718139953625,4,1,6
0,48.14235599248212,42.1031955328147,7,0,15
1,60.71272914379281,37.607202523100106,8,1,30
1,47.20263271579685,24.724995169297863,4,0,12
1,36.106326265844515,110.15097045222505,4,1,59
1,40.05695244004916,59.43707572578209,8,1,65
1,33.075058030782756,82.1972648853517,6,1,59
1,29.83508573184713,65.53576683172342,3,1,63
1,44.96251420578909,109.93635036169711,1,1,71
1,40.7002694460152,57.57696649171455,6,1,8
1,34.168844759259436,55.84174360347057,2,1,50
1,40.19743912173578,35.611836395276924,7,0,23
1,42.21844073813659,112.46119929262063,3,1,45
1,53.19129304101575,69.27109202835675,1,1,65
0,53.44209859440945,45.62413808525207,1,2,9
0,49.459499666755846,71.63791180478336,7,0,46
1,58.37249027208578,49.15779170310543,8,1,56
1,48.877733608201616,91.61948074422973,8,0,40
1,50.66698190062109,53.82053323935877,5,1,60
1,38.00910556416492,74.38916576829533,8,1,40
1,41.147288982191185,110.86010311531984,7,1,7
0,47.48672044345782,76.49632978332559,2,0,59
1,44.182467153968446,29.557618472535033,2,1,3
1,65.97438535705194,41.64938755074043,4,1,61
1,54.04274412382123,90.3898645805617,3,1,32
1,55.064696284110155,107.07003398676956,8,1,10
1,46.63327153268035,98.09387401018687,5,1,60
1,52.18012975751571,72.9492410785363,5,1,60
1,63.58995900242601,62.33122752052463,7,1,26
1,41.39877059051693,28.304137591966942,3,1,18
0,60.601994511838704,58.56183207946179,9,0,26
1,33.35168202367696,91.27734519154151,5,1,58
1,53.96949316862117,92.88356233295185,8,1,68
1,58.382257791310685,76.40517799014584,6,1,17
1,58.20151867239394,86.3447342186109,4,1,52
1,57.701061777308865,70.68470806227936,1,1,14
1,33.69761233171351,119.47426046395759,1,1,6
1,44.805535802897694,105.20939955567894,2,0,34
0,64.49777437398227,65.73551380011592,1,0,35
1,58.930514056766334,69.71295532943401,9,1,68
1,42.063789253945515,113.51103845336864,3,1,69
0,40.867152594259096,115.21314278794087,6,0,26
1,52.9077849581233,53.57386111617912,8,1,27
1,47.07994083367764,24.38816891844559,9,1,44
1,46.3421067428977,67.92822479527561,3,1,49
1,40.94154468701955,41.17574341581783,7,1,71
1,51.07833902900248,66.19621619326622,9,1,1
1,56.61911118045116,80.98885723424445,2,1,20
1,48.26703832941455,37.74547807209817,8,1,70
0,55.27226121285611,93.79629546273887,7,0,66
0,48.30090909180939,23.530724914138318,8,0,23
1,74.99155775593547,22.4208112464463,2,1,54
1,54.89555918345343,99.0266768999935,6,1,56
1,62.135262789046834,25.7203391643058,7,1,66
0,31.737088977495112,109.99237902280393,1,2,59
1,41.675212379361284,108.68406168555201,1,1,17
1,46.46779789066788,101.07273448040017,4,1,33
1,39.989154209146186,59.57389300681834,5,0,56
1,26.611355936486564,83.79355752748609,7,1,35
1,44.51025624968794,105.75976135379844,3,0,40
1,64.23826317116941,82.87910162527855,2,1,40
1,52.660744652448585,104.77930546308168,1,1,28
1,53.477105750900435,24.25843628533308,2,1,3
1,58.29823348965228,70.94419600613755,1,1,68
1,46.085540783966536,78.20451248839234,7,0,41
0,59.758644511872255,60.32620327262924,1,1,62
1,49.15668463067291,34.990559708417514,4,1,59
1,54.96013908076789,118.37448239234257,4,1,30
1,38.20739432087271,21.04202526387549,5,1,9
0,48.824411931145235,97.10250998805589,2,0,19
1,52.177823804325044,21.53624650481262,4,1,11
1,40.74298224548497,85.97148374287279,3,1,54
1,37.41232579564082,62.01225486532776,1,1,41
1,31.92622890288034,48.04346673814238,3,0,60
1,52.265496587739804,29.898038625187688,4,1,67
1,50.388730202082776,60.45464546894625,5,1,40
1,57.12795307766539,92.45214737150606,2,1,12
0,53.75051890208321,58.94497574766618,9,0,23
1,67.60675237161395,78.26374120696525,3,1,32
1,51.27247951808924,113.41480685760716,9,0,40
1,56.71657134884068,74.78224208733937,5,1,9
1,51.686917774110576,53.63922812836473,3,1,36
0,49.5359469891116,43.55900221783943,9,0,39
1,43.528493541427295,113.04416965145596,6,1,21
1,54.45339594095747,102.74228476725366,9,1,50
1,48.84383512785183,61.73171691849652,4,1,30
1,37.809909518748256,63.9907585904818,9,1,5
1,49.82989845057679,70.56025837482612,2,1,42
0,37.38694595985703,90.41616748373174,2,0,29
1,50.020015052370674,88.7118691854464,6,0,57
1,59.07869704013599,35.26374850484482,6,1,33
1,55.35385424197174,35.47994358976468,7,1,66
1,34.67795912124146,37.08128096179578,3,1,4
1,33.3645218408721,113.11073521036637,8,1,5
1,23.83104837986584,22.18084114155459,3,0,60
1,44.38654241640852,50.16156488996583,8,1,52
1,47.7361978753614,32.052013318776346,3,0,37
1,29.679509228363585,86.30506940229945,9,1,31
1,41.57235908439002,83.3651742402119,4,1,9
1,30.27752007187412,113.51292216379969,2,1,44
1,41.47476795290373,99.6034561266367,8,1,54
1,59.52665894683674,21.23588572155088,2,1,64
1,49.366698867253625,98.13334844367078,7,1,39
1,64.0143007275035,85.40255252886733,2,1,4
1,54.8407975766315,114.32762724803673,6,1,68
1,43.41142844322196,22.633971499617417,5,1,27
1,63.698180814355226,85.00705969449024,4,1,51
1,56.83705363547451,89.60314493252969,4,1,65
1,30.72668070052967,43.69318918188187,8,1,14
1,44.469780152846894,114.97693591105208,6,1,54
1,40.54436553157582,103.0880526112815,4,1,31
1,45.7940486836038,104.99196117841237,9,0,13
1,51.13531505071832,85.27844256424727,3,1,50
1,59.23517511728414,88.36797938403089,9,1,5
1,50.64561879462584,47.62808810158829,6,1,5
1,45.049843875903306,46.39019156004626,4,1,29
1,56.94898285928358,58.30379486854303,8,1,49
1,45.06596335988872,54.450699266003184,7,1,68
1,54.32867059135461,55.22849076309586,6,0,23
1,45.93122273425482,89.4937696493712,6,1,35
0,60.64166133730458,106.91602879328333,6,0,15
1,48.8554009751423,117.69677349166692,9,1,50
1,42.48009736531776,107.2006732926206,2,1,52
1,35.36774647976728,69.11141679022923,2,1,2
1,49.26766299147744,104.11349479222572,2,1,54
1,43.0844541349973,41.80202899895626,1,1,43
1,61.57584084755402,59.90710741369268,3,0,14
1,54.30993124602019,35.959535469919054,5,1,58
1,50.628206022269396,59.765279443127554,3,1,20
1,44.8943896287142,111.43839068498663,3,1,30
1,54.10418954662951,61.619637534237896,6,1,21
1,38.20134138254443,100.78298527224061,5,1,69
1,27.908381810093196,41.991698042788876,8,1,67
1,35.447492864840484,54.29714059877206,1,1,62
1,48.81759045097145,100.22099694100187,6,1,28
0,69.22477870771328,45.946741774253354,3,0,21
1,58.829309190599886,101.1824607613448,6,1,3
1,49.56023975610012,42.895906520919716,9,1,6
1,45.06910479748424,85.40926847211558,4,1,50
1,45.137945595363384,82.73343747192725,6,1,1
1,47.578751544264065,108.59313720532008,8,1,53
1,45.94551347257506,60.432385145978934,6,1,41
1,61.93463168351371,59.12279729099089,5,1,67
1,31.33481227937294,61.688197255428484,8,1,48
1,59.14898515601986,27.328614872387117,7,1,19
0,44.04149862980542,109.93717492090948,9,0,55
1,35.98355703767366,102.2466694344579,5,1,4
1,41.64508618051849,113.87030112871726,6,1,33
1,46.64375595865974,31.88369836005063,4,1,8
1,61.351375731966584,107.5980314397729,3,1,28
1,40.9744747997039,93.58592496737513,4,1,14
0,63.01525794176049,48.30550459172466,2,0,66
0,41.98175388819329,33.46074718877277,5,0,55
1,62.4440068812078,111.11559529594682,7,1,38
1,45.053388316334086,109.64935602527795,2,1,32
1,70.82986761399147,106.39947643376456,6,1,22
1,56.22296997268896,107.88914290236329,1,0,17
1,45.599990790132466,42.045367465948964,4,0,35
0,65.50998610286473,97.69786163150162,4,0,2
1,49.69937257070161,74.69580167245428,6,1,35
1,36.562427770767556,20.394006150508663,1,1,57
1,45.030535800898825,32.73342740657747,6,1,34
1,34.3557782237354,21.136055646827593,1,1,46
1,35.547596217272186,32.48427387510086,2,1,19
1,57.689674832859026,29.06528306091321,1,0,24
1,50.57950463782528,69.59999656340383,8,1,15
1,40.050897199351155,46.59192157276789,5,1,4
1,52.84534134030729,37.825268502092726,6,1,46
1,40.30222546195109,67.31153631617634,9,1,26
1,50.782132708135734,41.2949336825045,4,0,35
1,50.78867566533969,96.6368669181917,5,1,27
1,57.20998480471916,50.610598374197764,3,1,46
1,22.09996311335059,105.08550515684334,7,1,48
1,52.96872400642862,43.72975286346789,7,1,27
0,62.29980845575014,113.42630143100567,1,0,37
1,61.569918329209244,90.30516282125484,3,1,56
1,56.59434171577487,111.15390272423383,5,1,24
1,48.174851705677156,68.37674827381713,2,1,48
1,47.03475011285321,23.985554888692622,4,1,44
1,28.274633419171707,91.82504212216134,7,1,69
1,40.08059363849905,23.015087106110315,4,1,59
1,44.635999496119084,115.27849913668697,1,1,23
1,33.7312382822429,84.69294410612797,7,0,19
1,29.99749212517439,41.290720350683046,7,1,19
1,40.68734987974114,113.1062073919335,3,1,22
0,31.68570720266519,115.57428632471382,1,0,14
1,46.50962743046785,77.96776430846849,9,0,2
1,31.958835894932577,117.67666259204076,5,1,26
1,50.615849446551756,116.92127470168657,1,1,57
1,40.868073581788195,79.17242423950427,1,1,12
1,38.961931922643174,115.27711730511865,7,1,50
1,45.326908819809674,106.46390211388928,2,1,51
1,43.00230029434907,106.4801565072962,2,1,17
1,50.01270735720334,91.79136827976038,8,1,19
1,45.69633074618221,62.948651136635995,9,1,10
0,46.04122909475514,23.593133606699872,5,0,49
1,42.33065625161734,99.86202032645235,2,1,19
1,40.35155744672708,72.65753677219574,9,1,26
1,51.28805226614735,113.04900672670293,8,1,28
1,43.51761483533352,77.08776922016186,4,1,20
1,25.023671922827074,102.82475904733761,6,1,42
1,44.853979877407426,60.47253807886728,7,1,8
1,44.29041361244212,74.78370581042111,2,1,59
1,56.32936452355435,35.20525106963533,2,1,57
1,63.07902160483775,97.54523659400499,5,1,43
1,72.85859594942521,31.662331019049642,8,1,1
1,42.17768827559414,63.294439932158745,3,1,15
1,55.55972553428791,30.057252191872657,2,1,50
1,55.37339876585889,26.25349692144003,2,1,31
1,29.858572632293225,38.82453315657634,8,1,47
0,27.94645811855054,56.82550187864041,5,0,68
1,26.996298749087597,53.7119451086729,5,1,32
1,48.62671012343323,24.02269606469795,3,1,41
1,41.216950311527064,65.18979223406696,7,1,70
1,60.8160901353654,40.153899832356906,1,0,2
0,43.75993554705985,106.05875763281222,5,0,6
1,61.888037570220426,55.98877269983697,5,1,63
1,54.22318004159062,70.4184626577556,5,1,43
1,69.46638145832449,58.892093553817695,5,1,27
1,24.993914539038553,67.27279341407295,3,1,7
0,57.452230525335075,72.97506319523858,4,0,71
1,44.16051436767431,119.0822217753209,5,1,23
0,51.50135583895572,67.99874863057767,7,0,15
1,54.122223602650394,74.86390596627575,8,1,54
1,41.36447400708978,31.56781625993887,9,1,8
1,37.31789713169505,85.80431923171344,2,1,2
1,63.15459532749028,24.523806458989643,5,1,36
1,52.76038484741257,98.81371235974038,2,1,39
1,59.204233303840795,104.17913415987647,6,1,55
1,62.85859214898156,79.12740685500587,1,1,52
